label,build_warmup_seconds,build_steady_seconds,build_total_seconds,query_warmup_seconds,query_steady_seconds,build_cpu_seconds,build_cpu_utilisation,build_rss_delta_bytes,build_max_rss_bytes,query_cpu_seconds,query_cpu_utilisation,query_rss_delta_bytes,query_max_rss_bytes
PCCT (Numba),0.00727217600797303,0.3197467672296224,40.61511161417002,0.4808329330116976,0.44193973499932326,53.181893,1.309358075383314,595845120,2139299840,10.767840999999997,24.363357162475143,32768,2139299840
GPBoost CoverTree,2.689780721004354,2.689780721004354,2.689780721004354,20.03944016402238,20.03944016402238,24.118539999999996,8.966328330906396,5820416,2139299840,204.050414,10.182384061582576,0,2139299840
