label,build_warmup_seconds,build_steady_seconds,build_total_seconds,query_warmup_seconds,query_steady_seconds,build_cpu_seconds,build_cpu_utilisation,build_rss_delta_bytes,build_max_rss_bytes,query_cpu_seconds,query_cpu_utilisation,query_rss_delta_bytes,query_max_rss_bytes
PCCT (Numba),0.013458464993163943,0.6770989375049433,42.67069152780459,0.4089889999886509,0.42538706297636963,51.367659,1.2037877164874076,950288384,3554881536,10.838201000000002,25.47683958476202,28672,3554881536
GPBoost CoverTree,2.618248721002601,2.618248721002601,2.618248721002601,19.880794672004413,19.880794672004413,22.947208000000003,8.76395852306312,5824512,3554881536,201.89644400000003,10.155304420208108,0,3554881536
